"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31"
"PDXDC1",9.0798580761,8.1680491544,9.0656912708,9.8211210933,9.0957329085,8.5055844345,9.0178685718,8.6860221069,8.8200289754,8.8205025292,8.3597934599,8.6399922181,11.663861211,8.1966118658,7.8305922932,10.6576563091,12.7771638842,8.7604351362,9.7970614279,8.4036002385,9.8937917458,9.7114016405,9.0629964253,9.4539041146,9.0502209878,9.2035947981,8.9560547588,9.0749996641,9.3905716495,8.8341800023,9.1255930837
"LOC100129707",6.5869649956,6.821660955,7.1482280286,6.5565987621,6.7973432112,7.2096624363,7.0209985746,7.1295205693,7.7669181195,7.0856075802,8.164332706,7.4772191917,7.7157701858,6.3117326294,7.6056616562,7.3889422335,8.1793263614,7.8034881168,7.6802256001,7.5359692555,7.4088215557,7.5756481114,7.8643971037,7.4845521349,6.8610224939,7.6896950103,7.6443323478,8.0579757456,7.956870646,7.4675164511,7.94468602
"SNX1",9.4692517247,8.7869369046,6.0731466294,6.7449588866,6.0829254856,7.9171291974,9.3475318285,8.4655321976,5.5541907308,5.0111250331,6.2857823276,8.5781418685,6.4402281875,6.01569368,8.3896106071,6.2102510015,6.0154616323,8.2355817046,8.2010667885,8.5172169112,8.5790352375,8.4409277255,5.2039951398,8.8420436005,8.8269585225,8.0266002275,8.1192398595,6.3316254391,5.1277407779,6.4900921401,6.1882152643
"SPRR1B",8.9232359313,8.3552024881,9.3204739004,9.6780704882,8.9560547588,9.8111196225,8.8086419698,9.5228518823,8.290590911,8.6051008267,8.9277631978,8.8384642441,8.4314285662,8.8056611509,9.5950316082,8.5050655698,8.8559174269,9.2961521724,9.1852112187,9.2236596439,9.7445613781,9.2513160217,8.592243995,9.2864163124,9.1514440937,9.5660141975,8.5402594488,8.7111597805,8.2481938536,8.3917931014,8.1083302763
"AKAP10",11.8970259841,11.4369798255,11.6823698593,12.0451259133,11.8786279195,11.801993256,11.0671763128,11.2364629187,11.7403487914,11.507521929,11.8646370017,11.0930358604,11.2938790529,11.5297243534,11.0517338848,11.5476789178,10.7620506322,10.7296480476,12.0114961342,11.3777792407,11.6107622098,11.7824133825,11.7969515381,10.7238457782,10.3358150916,10.4256307991,11.2388543241,9.9655214964,11.3559554647,11.1354911372,11.9106811412
"SLC39A7",6.2451522321,4.137906824,5.2598484454,3.8613528663,4.8084569838,4.4291376665,3.575236752,2.9703402408,4.0369369273,5.0317617063,3.8459360544,3.8511084552,3.6603110549,4.4289680616,4.0141052323,4.0495369612,3.6997347795,5.3571121582,3.8231808606,3.8904870851,4.5400801527,3.3821573299,4.1239075057,3.5177700133,4.0037722182,4.8354921728,4.3060231104,3.068937826,5.3771296378,4.2829373898,4.825719138
"LOC642490",4.0261571232,4.1779064771,4.2009645299,3.9230992537,3.4171626187,3.3985374151,4.993216464,3.8028113629,4.1830114512,3.8073371168,2.8716344709,2.9379813658,3.4534045149,5.2291710031,4.1764726019,3.518679721,3.026664439,3.8273461003,4.1195861391,3.0150750883,3.1855831285,3.3504527848,4.7712667667,4.2792439949,2.9937476216,3.0610689446,3.8888105398,3.9563311526,4.0908877773,3.4398581791,3.95239024
"ATP5G1",8.9410593185,7.6051732104,8.0059969145,7.7381463539,8.7826586502,8.0056898636,6.3110298809,8.2624836312,8.3475826015,7.9231189494,6.4263466878,8.062767584,6.3327414505,7.3797086922,8.2308383545,7.8548483808,6.001208207,8.3181088425,8.3586499308,8.6529548698,8.3312329792,8.8583919751,8.36343866,6.145615717,7.328792494,7.1153697304,8.3028085183,5.1959183305,7.9919652325,8.3813253331,8.0457273223
"HACL1",5.3222852452,5.589378148,6.0773733472,6.1370783574,5.7419093785,5.1811427946,5.7816927174,5.3054060242,6.3765830569,5.8087863652,6.2926801474,5.8457903676,5.7455306384,5.1434054309,5.1184721156,6.1782935496,6.3038336615,5.8396733179,5.5901942869,4.5749334728,5.5614597919,5.4459047745,5.936959724,6.8698869264,5.8249720265,5.5440967281,5.9122428524,6.302893617,6.0442878287,5.9072810678,6.1732463387
"GOLT1A",3.8799804366,3.1386387988,5.0365813529,5.5678429296,5.7013069702,5.1612571103,5.0805335831,4.4743402769,5.5331888214,5.9965021682,4.3193818111,5.0626731706,4.1026100779,5.44277526,4.6219681062,5.8352971513,6.448641125,4.9274439368,4.2561759365,4.8467277646,4.2392701892,4.7129540783,5.7098049328,2.804583056,4.7884244641,4.8655345948,3.5885203855,3.8626470212,6.2129323585,5.2333772812,2.4434474301
"LOC727899",7.9892897427,8.0801684203,8.6907134572,8.8219695356,8.4364235395,8.3506057144,8.2215645994,8.1980208055,8.557008656,8.1682020537,8.8164732125,8.2502780028,9.2223841513,7.4115052989,8.823723467,8.8786982139,9.3227273192,7.9854749844,8.5009134927,8.1051955744,8.6582929152,8.731072421,8.8553743697,8.5057634557,8.0055568513,8.6462590445,8.823723467,8.8161166603,8.8984729194,8.1034739899,8.8187948685
"LOC644144",8.255637894,8.1972437794,7.7400831547,7.9310726871,8.1856024671,8.018379365,7.3694758164,7.5759191799,8.0457273223,7.5967280555,7.0837428049,7.8538199286,7.4895103468,8.2987252878,8.4187504267,7.5250871446,7.332513336,7.6099900037,8.1115826387,7.903280679,7.6067728203,7.977113642,8.2049086264,8.3627956553,7.6829488758,7.9056285648,7.8083497985,7.7564261688,8.3898071992,7.8367600358,8.4029392844
"CD53",6.1744494006,4.1989818251,6.590181212,6.6499129045,6.269934562,5.0271280304,5.913590711,4.821124639,5.4903918061,4.5118739785,6.3438005988,5.5585310275,6.0580142015,4.2602221877,4.9111062574,6.1789007593,5.6282380158,4.9274439368,6.4539043408,5.9470708178,6.9397753131,6.3448012273,4.8328912792,5.8536414109,5.8393265517,6.3490893944,5.7894096291,5.7151962616,5.9011440593,5.9733012206,6.0759367759
"SNRPF",5.7222884939,5.6739983562,4.4464020678,3.7494901494,5.6555465827,3.9822154476,6.3745638252,4.5606273427,4.5542069503,5.6637260531,5.7840031008,6.5554802072,5.6555465827,4.9079962589,5.2103435282,5.8352971513,6.1558710553,4.49130227,4.53347169,4.9691017648,4.4629775671,4.2658705962,4.641387616,5.4515784573,6.2251343385,5.5875249913,6.580976315,6.0484689719,6.1266921788,6.681510501,5.8823695023
"NAT9",4.3697012722,5.0834084439,3.5530871828,3.8171695614,2.9894022542,3.7462320255,3.5917963975,3.7071053518,3.3692743003,3.6916037501,4.0252264416,4.2083181957,3.9222645363,4.6777365157,4.5251039124,3.4776685386,3.6096294297,5.1734259634,3.6954186175,3.7091402073,3.5554824333,3.5146321671,4.3275105071,3.8749815149,3.5497686684,2.9379813658,4.7953699327,3.7694317902,3.1832090005,5.4563275752,4.0419442003
"LOC727820",3.5527145343,4.9590546721,3.519850331,3.2934728688,3.0333806041,3.8769388734,4.5739284625,4.1626089023,4.1747100878,4.5484015028,4.0181709842,4.7630236159,3.4746694795,5.8789428452,4.2881810527,3.3955675479,3.7232656495,4.0300005699,2.6910129445,4.0429292279,2.5933662282,3.2392449482,3.555841051,2.8720484927,4.1753688533,3.2578676176,3.8721829112,4.2263292389,4.1217610202,4.5169438262,3.0384974847
"CACNG1",6.9798816185,5.9789376564,7.7249502628,7.2073385154,7.344659511,6.651655815,6.5932172274,6.6812422971,6.6949354663,6.5587923115,6.1601313198,6.6819812972,8.3530682483,6.7248954454,5.9932592913,6.9154174753,7.2785378194,6.4318879458,6.3881391584,5.5909811433,7.3290983967,7.0916467894,7.3930379163,5.6070863148,6.4916868555,6.5194383439,6.2795063176,6.7791435724,6.9695373651,6.7956126214,6.4689410259
"FTHL11",2.6872532581,3.4756810266,3.7922369246,4.1486065972,3.237532259,4.9994303634,2.7307256058,5.4634656568,4.9558096531,3.2057673872,3.0554899291,3.2691366353,3.4400703374,4.7088929322,2.8440003681,2.7499754391,2.7345270924,3.1304381787,3.3531977643,3.8613528663,2.839745119,2.8863916074,4.6667241308,3.1849914468,2.4755157391,3.870652001,2.773241322,2.7989809964,4.4495662679,2.6250341516,2.6061801512
"SLC25A12",12.2174710567,10.8534407749,12.0678361017,12.2811646386,12.4986768172,11.8597531222,11.4884673122,11.576913984,12.850753349,12.1663484295,10.5886894813,11.0549726324,12.9781504839,11.1953828965,11.9318730592,13.316888385,12.4265519318,12.2914020359,12.331764229,12.3083868393,12.1482907457,12.3867069924,13.1592714265,10.9463081259,10.6063550803,11.9300316827,12.1275389428,11.2325296562,12.5749175978,11.1791785538,12.2853081595
"LOC100130776",7.2211073251,9.0824833836,7.0329037234,6.5825684564,7.3572195655,8.3668681867,8.2406586913,7.5883808357,8.8989084575,7.9754742379,8.2163642751,8.7946012527,7.0501753771,9.3547418598,7.2787223059,6.9607401291,8.1073955317,7.862957599,7.9335504338,8.9880451935,6.2891919354,7.1532415362,7.9427775328,8.5986954852,8.8275004265,7.6401668159,8.7102153171,7.7395593441,8.0139140097,8.2479654737,8.4487475458
"MAD2L1BP",11.6369384086,9.0366359774,12.1723351991,12.2872403064,12.694745457,10.0532542963,11.3344509451,10.0900139836,10.1678917834,9.4621796125,11.4355289324,9.5342975581,12.4190573336,8.9226354378,10.4935522481,12.2985811548,12.5836163102,9.0649324984,11.7153605506,11.2595849682,11.946439335,11.946439335,11.3871493036,10.4129714099,9.1453282593,10.2064819952,10.405783276,11.1737405884,11.2611755744,8.3923479428,10.4815822179
"ITGA1",9.8552910362,9.4101726703,9.2218300856,9.666057917,8.983490977,8.8851769923,8.6527073508,9.0594203872,9.3862491824,8.8022450547,8.331883641,9.0290464184,9.9715601435,8.8993021611,9.2508386346,9.4820448944,9.4053816713,8.6204955081,9.470079219,9.0011068152,7.9553393354,8.2964050396,9.4804853475,9.3001648469,8.7583000972,9.3335397124,9.0076364472,8.7149301999,9.6049634198,8.9781628342,9.516350023
"INO80B",3.8413836842,6.6476346314,5.0315159122,5.2539693775,5.070284103,5.3936166469,6.0135493445,4.414295452,6.520159982,6.7063314126,5.3461578492,4.9015876919,4.3820998604,5.6053164836,4.3652344605,3.0326544456,4.9557037508,6.5012721083,5.4339853097,4.0533065329,4.4078001967,3.7006928069,5.7529624321,4.6238489787,6.1879183639,5.4327750307,5.799649854,5.8387733431,5.2656960334,6.4395839087,4.6715788074
"UNC93B1",6.1726448717,6.500559891,2.8594544242,3.1993129944,2.5963724739,4.6779243152,6.1336255947,4.6186078491,2.9151345137,2.7163737165,3.2239607879,5.4020244192,3.5821650718,3.9282585756,5.2484609709,3.1710330829,3.6603110549,4.8831774678,4.6300481682,5.9508174643,4.4693353905,5.1550833051,2.713084193,4.2482531994,5.7290450288,4.9738986399,4.5434050638,3.3140133503,2.5594410228,3.0797548191,3.1437600422
"DUSP12",6.6964001063,5.499388067,6.228371001,4.2474860178,4.8578572168,5.5515741472,5.7416372714,4.2860530877,5.5508359234,6.4412638012,7.0059741494,4.8428172823,6.2885067014,5.6589499561,2.4723748058,7.4737158435,4.8948953857,4.468287181,6.5065320547,5.6936869996,6.850751141,7.5612833042,5.4859672796,5.4570335809,6.0088324174,5.8416584716,5.8063326014,5.3896709868,4.3350486419,5.8604123542,6.7376891111
"LOC100129139",4.4127393134,5.9848618655,3.1999307531,3.2460017086,3.6008505009,4.1039381562,3.0251173399,4.2085471701,2.6790715291,6.4553576385,3.0109198634,4.7010827154,4.2474860178,4.2674614224,5.5827487122,2.9174621648,2.7532067659,6.4676923538,2.7499754391,3.6506408056,3.1707314276,4.6761268311,4.8057938448,3.6020103259,5.4931201454,3.3166968351,5.3380931329,3.4612336552,2.8558207413,5.471108195,4.392080732
"WASH3P",9.9379661243,8.9310906827,12.3457189519,12.1291241348,11.8223408638,11.5297243534,10.996750693,11.5803829646,11.5370568567,11.1451824913,11.2483377923,10.5070900907,12.2914020359,11.0854779038,10.8076515434,11.5253978976,11.4404417963,10.8798107809,11.6196260693,11.5297243534,11.2548728854,11.3492280539,11.2726439322,10.0318221192,11.7792344082,12.0054622865,11.4081304348,11.0420170435,12.3107604058,10.5955710151,11.1690410122
"ID4",5.3448306981,8.2801076376,6.8037692895,6.3551134142,6.4027056177,7.3751709679,8.3406821142,7.6284231935,7.5029328529,7.606624672,7.6374648407,8.2291569118,3.6652745776,8.4291269796,6.7658637103,5.2884373877,4.0138758453,7.7513333334,7.587670584,7.4283730343,6.2955523045,5.952787472,7.5692365,4.8526336524,8.1703162089,7.0029089726,7.2289706347,8.404470583,6.831401844,7.8109121923,6.920914891
"IFI27L1",9.2521465417,9.6653781416,9.4777126776,9.4795501691,9.4219745546,9.3157840376,9.6313609455,9.9344584255,9.3423956765,9.8113615999,10.0322752883,9.8765788965,10.0305524743,9.4351395536,9.4840575149,9.7116408492,9.889667155,9.6973543952,9.5956460909,9.5003859741,9.9237327476,9.3892434998,9.2945828781,10.1266778984,9.6884948487,10.082340466,9.8083414959,9.666057917,9.7809719956,9.7948903533,9.915071378
"CARM1",4.9403408392,5.1337095232,3.624750639,3.6586907363,3.8448198087,3.6941174044,5.4279835066,4.2434350363,4.519192445,4.4417225921,4.1293952464,4.3919616588,4.1816665495,5.2588731667,4.7131739308,4.0653674082,4.5182871979,4.4854789456,3.5924325514,4.2442066129,3.2210186105,3.9700303173,3.4941887979,4.6715788074,4.2522027589,3.4611081011,3.9085842292,4.7276181425,4.4528200115,4.4624266993,3.2834840888
"PTMA",4.8295919349,6.2463323558,3.9187500128,4.6834999479,5.4003796609,6.4067393522,4.2272888297,6.1085820756,6.6256653189,4.7852648085,5.8421583476,5.5171622195,3.3645074552,5.38800185,3.8965450665,4.061871451,3.5846002701,4.8935027796,4.7385350031,6.3942787377,3.5682073223,4.3960138476,5.8907914448,5.796146688,5.1512263138,4.7240821552,5.9637966435,6.4958402684,6.2571558276,5.4997392001,5.1443478342
"C11orf83",5.0319112926,4.6412295084,5.7294424579,4.9354953944,4.5796094752,5.48373939,4.8016032753,5.5212972211,5.1962638782,5.5480788461,5.1301470493,5.2591205653,6.3372584321,6.011751774,5.0548468153,5.143875855,5.1627076356,6.2218359156,6.0549035704,5.0743044881,4.8931864126,5.1873169583,4.8367877026,5.88624324,5.2174688226,4.960677526,4.6454317406,5.51517683,4.7441177927,5.3298787515,4.7785293266
"IPO8",8.0066790947,7.6098684279,7.8268672857,7.5746538092,7.6258741092,8.1320662995,7.8995550765,8.0078461843,7.866099995,7.860974375,7.7700561686,8.2061825274,7.7588542426,7.5203649566,8.3959194144,7.2396878919,7.9713495464,8.485328402,7.945231575,7.6778679028,7.4589788832,7.8562074552,8.0579757456,8.1738965006,7.3362789525,7.8563774732,8.048966703,7.6420581926,8.4423401588,7.690102095,7.3763248525
"TESK2",11.006897078,10.067400061,9.9809696307,10.2447303258,9.8640241503,9.9809696307,11.2952230176,9.8017009534,9.4081494184,9.6489450729,10.5346985422,10.3791574447,9.7243460255,11.1976262707,9.6178403774,10.1827356502,10.2110050103,9.7887215357,10.3537060453,10.39209048,10.4770945376,10.3040187956,9.3697974266,10.8283077642,10.0810409605,11.3818377178,10.1411931051,10.6533139404,10.0349101541,9.7683731394,9.4571271545
"LOC100128510",7.2936326516,6.8074248877,7.8808359596,8.1468308513,7.6258741092,8.1672554115,7.5521473955,8.3456218565,7.185875395,7.1738078915,7.4589788832,7.4559955757,7.4220594613,7.1330191929,7.5456322777,7.1719861926,7.8192748729,7.6636129772,8.026014169,8.131906475,8.0706752005,8.1594036772,7.0858337432,7.597870076,7.4951295324,7.4888923183,6.8685191764,7.4073255827,6.8917805973,6.8878621496,6.6137142773
"SDCCAG8",4.1332618906,5.3148675296,4.7687483854,5.4343184974,4.6827944875,5.2674271306,4.3769943378,4.5168139761,4.3197629928,4.35158364,4.6236267262,4.4845020157,5.0169999844,4.4641311674,4.9047485742,4.5749967632,5.7130906759,5.0499228448,5.1147838982,4.2038529583,4.4693353905,4.9975100819,4.9826586159,5.4830958929,4.3301550409,4.8167506299,4.7079863004,5.7578527272,4.4449977345,5.4133201299,5.3148675296
"SMARCD3",7.4923841739,8.7583000972,7.7720438171,7.7660667058,7.5798897158,7.8012699762,8.5059419337,8.0863129823,8.3543392909,8.3129440803,8.2787593665,8.1576320393,7.8401708823,7.753813193,7.9474755513,7.7731850551,7.6591604817,8.5215530574,7.0976984202,7.6119530129,6.5230704676,7.8959204996,7.9511336905,8.3989714095,8.2884503886,8.5398511362,8.4696005214,8.3662205756,7.9297895516,8.4224070109,7.5756481114
"CHMP4A",7.4593411843,8.1903669664,4.8781531642,5.8809244236,5.5882638623,6.9151904045,7.2080857191,7.106934245,5.8111773211,6.2564970673,6.0936573889,7.1790544787,6.4778180285,6.4415738897,7.2004346612,5.730324228,6.1307350477,7.2098104533,6.6945957448,7.3003064695,7.1023704696,7.1510279303,5.4876878658,7.5998140362,7.3842742025,6.5178808487,6.8938422272,5.928192509,5.751266984,6.5026726899,6.4079185745
"CCRN4L",4.6113764117,2.770928896,6.3469235446,6.3715682582,4.9342631947,2.5580312385,4.3651678623,1.9492009628,2.4577202541,2.545304053,3.0109198634,3.0023480121,2.8351579495,2.3749517583,2.7600572262,5.8761542632,4.0609782643,2.813159549,3.9761002315,4.9757363333,4.1721504012,5.3222268634,5.3276600025,2.0165087841,2.9743735648,3.2127279303,3.122327643,3.245800735,5.1072201912,2.8840541907,2.4434474301
"CCBP2",10.1252129043,5.8858601822,8.3833093735,7.3754848144,5.8897606927,7.2627784013,8.5629540017,4.8449730251,2.6746569595,3.3238876563,4.9682863334,6.6743766664,3.7542561882,4.5336516553,7.2379651547,6.1617728704,3.5618292563,4.3324049847,5.9941996868,9.0895186875,8.3806247138,8.9402575133,5.1738118411,5.9668555028,5.6510089593,6.1592842904,4.7044080066,4.4684918508,5.3275064996,5.4511607264,3.8214255536
"RABEPK",8.6030439248,9.2615794796,8.8110054149,9.2410739881,8.9012994862,9.4870804377,8.8289588125,9.2699248759,8.9514335066,9.3445543073,9.0342231963,8.9747740452,8.9342271192,9.8206262959,8.814048099,8.7466623599,8.44903705,9.2699248759,9.2121476228,9.2455025745,9.3223389718,8.9537541079,8.7897961505,9.2936095746,9.4704911525,8.779491248,8.9586826628,9.9090629459,8.5172169112,9.4162639072,8.9424331394
"CHODL",5.6060944077,5.3565776855,6.4444335105,6.1370783574,6.6336270793,6.3846162528,5.9698356256,6.7739102343,6.0322190953,6.7596160544,7.2140476365,6.2866615568,6.5547301321,6.6579912179,6.1644905191,5.8788048878,6.3343981257,6.6265291387,6.1311589111,6.0675411502,5.9467442791,5.7202607011,6.1658288735,5.4185816616,5.7737057213,6.8160779335,5.483833207,7.0996368955,7.1132783725,5.649165274,5.5980634227
"LOC100128918",4.6163869844,4.129929177,7.6196501822,6.8565094979,7.1326911001,5.3107736423,6.2588156472,6.4084075278,5.6891795015,5.3360193033,6.1836718105,5.5742847147,6.5000643366,5.8897606927,6.4907038469,6.1027972885,6.2685654245,6.3019151545,6.6646166513,5.6241092444,5.5410466357,6.1134327093,6.235486752,4.2881810527,4.9464909025,6.3611856207,5.3499502226,5.4619099312,6.0543186766,3.1673119685,4.9334466208
"CENPJ",4.4477202888,4.9398478822,4.4930019667,4.6240712313,4.916789892,4.1799815503,6.3920237796,4.5021542224,5.4903918061,5.789494683,6.4243216211,5.5318754578,4.4066368083,5.4962501232,5.2809271829,5.4462705513,5.2158488243,4.8293803331,4.8892234694,3.9368682021,5.4570335809,4.0375806373,5.3010502292,4.7497784193,5.3037638132,5.5688640545,5.3942686723,5.1301470493,5.2827329106,4.8930700488,5.1076446615
"PPA2",4.7894475461,3.3115247389,3.1353158034,2.9282918282,3.7029129796,2.240896371,4.5402579475,2.7135655738,3.8465810845,3.9751598369,4.5290158538,4.1564052278,4.9461621405,2.9159456663,2.8018765763,3.9695659619,5.1334548097,3.5854744249,2.8996866441,2.7288747444,4.2920269925,3.3719216832,3.5614347512,3.0251173399,4.2113698896,4.6209241306,3.6455695086,3.1211825967,4.6784533346,3.9087488723,2.5258126528
"WIT-1",7.3795823492,3.4466728936,5.8445982133,5.6371893744,7.9688177434,2.9458382805,6.2197250426,4.6336855774,5.6230866315,2.8731098416,4.1547647776,3.9632623201,4.6605556698,2.4204371185,4.058862304,5.2671103624,4.8842221832,2.5266323854,6.249720136,7.3191156366,5.8929944168,7.533387695,4.2213194558,3.0583653429,5.0665088652,4.9288861786,7.8869480783,4.8075687691,4.3643163715,3.2185002208,7.7853281925
"TMEM165",3.4694575914,3.8610434832,4.2720426639,3.4851507005,4.1660341549,3.8690661657,3.3475534784,4.7743925082,4.7732079567,4.4600942424,3.8903562407,3.7199230236,4.3445407896,3.9224042003,4.939503693,4.2595577751,4.0274142599,4.9667609824,4.1733939931,4.8467277646,3.8572153711,4.6171241848,4.9939555504,4.1932005715,4.2113698896,4.1774871582,4.1531536305,3.7751345211,4.4561321801,3.8400972985,4.2202472025
